Sno,Date,Headline,Covid,Sentiment,Description,Image,Source,Text
250,2020-04-26,Imported COVID-19 test kits shouldn't cost more than ₹400: Delhi HC,1,0,"Delhi HC directed three private companies importing COVID-19 test kits from China to cap selling price at ₹400 per unit. The companies agreed to import 10 lakh test kits and distribute them at ₹600 each, which is a rate approved by the Indian Council of Medical Research (ICMR). The order won't affect price of kits to be sold to ICMR.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587899781203_489.jpg,https://www.deccanherald.com/national/covid-19-test-kits-should-be-made-available-at-lowest-cost-hc-830064.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Imported COVID-19 test kits shouldn't cost more than ₹400: Delhi HC Delhi HC directed three private companies importing COVID-19 test kits from China to cap selling price at ₹400 per unit. The companies agreed to import 10 lakh test kits and distribute them at ₹600 each, which is a rate approved by the Indian Council of Medical Research (ICMR). The order won't affect price of kits to be sold to ICMR."
251,2020-04-26,15 more CRPF personnel test positive for coronavirus in Delhi,1,0,"Fifteen Central Reserve Police Force (CRPF) personnel posted in a Delhi-based battalion have tested positive for COVID-19, officials said on Sunday. The troops belong to CRPF's 31st battalion in which nine men had tested positive on Thursday. The personnel of this unit underwent tests after a head constable who visited the battalion last week tested positive for the virus.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587905820909_446.jpg,https://www.newindianexpress.com/cities/delhi/2020/apr/26/15-crpf-personnel-based-in-delhi-test-covid-19-positive-2135593.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"15 more CRPF personnel test positive for coronavirus in Delhi Fifteen Central Reserve Police Force (CRPF) personnel posted in a Delhi-based battalion have tested positive for COVID-19, officials said on Sunday. The troops belong to CRPF's 31st battalion in which nine men had tested positive on Thursday. The personnel of this unit underwent tests after a head constable who visited the battalion last week tested positive for the virus."
252,2020-04-26,Maharashtra govt suppressing enormity of COVID-19 pandemic: Fadnavis,1,0,"Maharashtra government is ""suppressing"" the enormity of the COVID-19 pandemic and refusing to test suspected asymptomatic patients, senior BJP leader Devendra Fadnavis said on Sunday. ""Even in this time of crisis, there is neither cohesion between the ruling alliance partners nor any coordination among the ministries of the state government. People are paying a heavy price for it,"" Fadnavis said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587900444279_742.jpg,https://www.newindianexpress.com/nation/2020/apr/26/maharashtra-government-suppressing-enormity-of-covid-19-pandemic-devendra-fadnavis-2135580.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Maharashtra govt suppressing enormity of COVID-19 pandemic: Fadnavis Maharashtra government is ""suppressing"" the enormity of the COVID-19 pandemic and refusing to test suspected asymptomatic patients, senior BJP leader Devendra Fadnavis said on Sunday. ""Even in this time of crisis, there is neither cohesion between the ruling alliance partners nor any coordination among the ministries of the state government. People are paying a heavy price for it,"" Fadnavis said."
253,2020-04-26,"India won't be blamed if we don't export medicines, even then we helped humanity: PM",1,1,"PM Narendra Modi, during his 'Mann Ki Baat' address, talked about coronavirus pandemic and said, ""In a critical time like this, even prosperous countries faced severe medicine crisis."" ""Nobody would blame India if we don't export medicines, even then we decided to help humanity,"" he added. ""When these leaders thank...people of India, it's a matter of pride,"" said the PM.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587885374949_813.jpg,https://zeenews.india.com/india/indias-fight-against-coronavirus-covid-19-is-people-driven-says-pm-narendra-modi-2279174.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"India won't be blamed if we don't export medicines, even then we helped humanity: PM PM Narendra Modi, during his 'Mann Ki Baat' address, talked about coronavirus pandemic and said, ""In a critical time like this, even prosperous countries faced severe medicine crisis."" ""Nobody would blame India if we don't export medicines, even then we decided to help humanity,"" he added. ""When these leaders thank...people of India, it's a matter of pride,"" said the PM."
254,2020-04-26,J'khand fruit sellers told to remove 'VHP approved Hindu fruit store' banner,0,0,"Police in Jamshedpur, Jharkhand said preventive action will be taken against fruit sellers after pictures on social media showed posters at stalls that said, 'Vishva Hindu Parishad (VHP) approved Hindu fruit store'. ""Taking immediate cognizance of the matter, the posters have been removed from concerned fruit shops,"" said police on Twitter. The posters also had VHP logo on it.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587904177660_74.jpg,https://www.freepressjournal.in/india/no-country-for-hindus-twitterati-fume-after-jharkhand-police-remove-hindu-fruit-sellers-banner?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"J'khand fruit sellers told to remove 'VHP approved Hindu fruit store' banner Police in Jamshedpur, Jharkhand said preventive action will be taken against fruit sellers after pictures on social media showed posters at stalls that said, 'Vishva Hindu Parishad (VHP) approved Hindu fruit store'. ""Taking immediate cognizance of the matter, the posters have been removed from concerned fruit shops,"" said police on Twitter. The posters also had VHP logo on it."
255,2020-04-26,Man commits suicide by hanging himself in his autorickshaw in Mumbai,0,0,"A Mumbai autorickshaw driver committed suicide by hanging himself inside his autorickshaw, police said. The body of the autorickshaw driver, identified as 47-year-old Dayashankar A Soni, was found on Friday near the BMC Colony in Goregaon East. According to eyewitnesses, the body was found in a seated position with a rope around neck tied to the rod on autorickshaw's roof.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587905192965_417.jpg,https://www.newindianexpress.com/cities/mumbai/2020/apr/25/mumbai-man-hangs-himself-in-autorickshaw-2135224.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Man commits suicide by hanging himself in his autorickshaw in Mumbai A Mumbai autorickshaw driver committed suicide by hanging himself inside his autorickshaw, police said. The body of the autorickshaw driver, identified as 47-year-old Dayashankar A Soni, was found on Friday near the BMC Colony in Goregaon East. According to eyewitnesses, the body was found in a seated position with a rope around neck tied to the rod on autorickshaw's roof."
256,2020-04-26,Will implement Centre's decision to open local shops: Delhi CM Kejriwal,1,1,"Delhi CM Arvind Kejriwal on Sunday said he will implement Centre's decision of opening local shops in the national capital. ""Centre decided to open certain shops, we're implementing it here too. Medical stores, grocery stores, fruits/vegetable shops, dairy will remain open,"" he added. Moreover, standalone shops in residential areas and neighbourhood shops will also open, Kejriwal further said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587886635968_749.jpg,https://zeenews.india.com/india/live-updates/india-coronavirus-covid-19-live-updates-april-26-2279128?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Will implement Centre's decision to open local shops: Delhi CM Kejriwal Delhi CM Arvind Kejriwal on Sunday said he will implement Centre's decision of opening local shops in the national capital. ""Centre decided to open certain shops, we're implementing it here too. Medical stores, grocery stores, fruits/vegetable shops, dairy will remain open,"" he added. Moreover, standalone shops in residential areas and neighbourhood shops will also open, Kejriwal further said."
257,2020-04-26,"Delhi-Sonipat border sealed till May 3, Section 144 imposed in Sonipat",1,0,The Delhi-Sonipat border has been sealed by the Sonipat District Magistrate Anshaj Singh till May 3 amid the COVID-19 scare. Singh said that 14 out of the 19 coronavirus patients in Sonipat are directly or indirectly connected with people who travelled from Delhi into the district. Section 144 has also been imposed in Sonipat.,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587892048627_453.jpg,https://www.newindianexpress.com/nation/2020/apr/26/in-view-of-covid-19-situation-delhi-sonipat-border-sealed-till-may-3-2135528.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Delhi-Sonipat border sealed till May 3, Section 144 imposed in Sonipat The Delhi-Sonipat border has been sealed by the Sonipat District Magistrate Anshaj Singh till May 3 amid the COVID-19 scare. Singh said that 14 out of the 19 coronavirus patients in Sonipat are directly or indirectly connected with people who travelled from Delhi into the district. Section 144 has also been imposed in Sonipat."
258,2020-04-26,80% COVID-19 patients in Maharashtra are asymptomatic: CM Uddhav Thackeray,1,0,"Maharashtra CM Uddhav Thackeray on Sunday said that 80% patients in the state are asymptomatic and 20% have mild, serious or critical symptoms. Thackeray also urged people to not hide if they have symptoms and go and get themselves tested. The state has so far reported more than 7,600 COVID-19 cases and 323 deaths due to the virus.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587892928775_511.jpg,https://covid-positive-news.herokuapp.com,"80% COVID-19 patients in Maharashtra are asymptomatic: CM Uddhav Thackeray Maharashtra CM Uddhav Thackeray on Sunday said that 80% patients in the state are asymptomatic and 20% have mild, serious or critical symptoms. Thackeray also urged people to not hide if they have symptoms and go and get themselves tested. The state has so far reported more than 7,600 COVID-19 cases and 323 deaths due to the virus."
259,2020-04-26,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him",0,0,"Filmmaker Harish Shankar has criticised a journalist on Twitter for sharing an article that said if Akshay Kumar, who holds Canadian citizenship, can be ""regarded as Indian"", then why should Sonia Gandhi be called by her Italian name. ""Shame on you for the worst comparison in the first place...@akshaykumar contributed crores to this nation in [these] severe times,"" Shankar tweeted. ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587880893474_516.jpg,https://www.india.com/entertainment/akshay-kumar-compared-to-sonia-gandhi-and-criticised-again-for-being-canadian-south-director-harish-shankar-comes-out-in-support-4011115/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him Filmmaker Harish Shankar has criticised a journalist on Twitter for sharing an article that said if Akshay Kumar, who holds Canadian citizenship, can be ""regarded as Indian"", then why should Sonia Gandhi be called by her Italian name. ""Shame on you for the worst comparison in the first place...@akshaykumar contributed crores to this nation in [these] severe times,"" Shankar tweeted. "
260,2020-04-26,"Kerala CM urges media houses not to resort to layoffs, pay cuts",1,0,"Kerala CM Pinarayi Vijayan on Saturday urged media houses not to resort to layoffs and pay cuts amid the COVID-19 pandemic. Journalists are out there collecting news, despite the threat of disease and it's admirable, he said. The state government will take the necessary steps to test media personnel in the state to ensure they haven't contracted coronavirus, Vijayan added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587881991837_258.jpg,https://www.deccanherald.com/national/south/kerala-chief-minister-pinarayi-vijayan-urges-media-houses-not-to-resort-to-layoffs-pay-cuts-829922.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Kerala CM urges media houses not to resort to layoffs, pay cuts Kerala CM Pinarayi Vijayan on Saturday urged media houses not to resort to layoffs and pay cuts amid the COVID-19 pandemic. Journalists are out there collecting news, despite the threat of disease and it's admirable, he said. The state government will take the necessary steps to test media personnel in the state to ensure they haven't contracted coronavirus, Vijayan added."
261,2020-04-26,"17 new COVID-19 +ve cases reported in Nagpur, city's total reaches 119",1,0,"Nagpur Municipal Commissioner (NMC) Tukaram Mundhe on Saturday said that 17 more people have tested positive for COVID-19 in the city. With these, the total number of cases in Nagpur has reached 119, Mundhe added. According to the Ministry of Health and Family Welfare's data, over 7,500 COVID-19 positive cases have been recorded in Maharashtra till date.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587883097782_747.jpg,https://www.aninews.in/news/national/general-news/17-new-covid-19-positive-cases-in-nagpur-city-tally-reaches-11920200426034849/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"17 new COVID-19 +ve cases reported in Nagpur, city's total reaches 119 Nagpur Municipal Commissioner (NMC) Tukaram Mundhe on Saturday said that 17 more people have tested positive for COVID-19 in the city. With these, the total number of cases in Nagpur has reached 119, Mundhe added. According to the Ministry of Health and Family Welfare's data, over 7,500 COVID-19 positive cases have been recorded in Maharashtra till date."
262,2020-04-26,Decision on lockdown to be taken after May 3: Maha CM Thackeray,1,0,"Maharashtra CM Uddhav Thackeray on Sunday said that the decision on extending the lockdown would be taken after May 3. Thackeray also paid tribute to the two policemen who lost their lives due to COVID-19 in Mumbai. He said, ""I pay homage to the two policemen who died due to coronavirus. The government will extend all help to their families.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587892413537_132.jpg,https://zeenews.india.com/india/live-updates/india-coronavirus-covid-19-live-updates-april-26-2279128?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Decision on lockdown to be taken after May 3: Maha CM Thackeray Maharashtra CM Uddhav Thackeray on Sunday said that the decision on extending the lockdown would be taken after May 3. Thackeray also paid tribute to the two policemen who lost their lives due to COVID-19 in Mumbai. He said, ""I pay homage to the two policemen who died due to coronavirus. The government will extend all help to their families."""
263,2020-04-26,Owaisi sends groceries to 30 BPL families after woman calls him for help,1,1,"AIMIM chief Asaduddin Owaisi on Saturday arranged groceries for 30 families in Telangana's Hyderabad after he received a distress call from a woman. The woman, identified as Madhavi, dialled Owaisi and informed him about the 30 families most belonging to Below Poverty Line (BPL). ""Within an hour, he sent...groceries through the local people. We thank him,"" Madhavi said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587878382784_609.jpg,https://zeenews.india.com/india/asaduddin-owaisi-sends-groceries-to-30-bpl-hindu-families-after-distress-call-woman-calls-for-help-2279080.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Owaisi sends groceries to 30 BPL families after woman calls him for help AIMIM chief Asaduddin Owaisi on Saturday arranged groceries for 30 families in Telangana's Hyderabad after he received a distress call from a woman. The woman, identified as Madhavi, dialled Owaisi and informed him about the 30 families most belonging to Below Poverty Line (BPL). ""Within an hour, he sent...groceries through the local people. We thank him,"" Madhavi said."
264,2020-04-26,Govt proving its incompetence by knee-jerk COVID-19 response: Yechury to PM,1,0,"CPI(M) General Secretary Sitaram Yechury has written to PM Narendra Modi on issues facing India amid COVID-19 crisis. Criticising central government for its response on COVID-19, Yechury said, ""Political executive in [India] is proving its incompetence by knee-jerk reactions."" He added, ""It's become habit of central government to issue orders that cannot be understood followed by clarifications.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587893313092_653.jpg,https://www.deccanherald.com/national/national-politics/political-executive-proving-its-incompetence-by-knee-jerk-reactions-on-covid-19-yechury-to-modi-830060.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Govt proving its incompetence by knee-jerk COVID-19 response: Yechury to PM CPI(M) General Secretary Sitaram Yechury has written to PM Narendra Modi on issues facing India amid COVID-19 crisis. Criticising central government for its response on COVID-19, Yechury said, ""Political executive in [India] is proving its incompetence by knee-jerk reactions."" He added, ""It's become habit of central government to issue orders that cannot be understood followed by clarifications."""
265,2020-04-26,We will have to keep wearing masks in times to come: PM Modi,1,0,"Amid the coronavirus outbreak, Prime Minister Narendra Modi on Sunday said, ""We will have to keep wearing masks in times to come. Masks will become a symbol of civilised society."" ""It doesn't mean that all those wearing masks are sick. If you want to protect yourselves and others from coronavirus, the use of masks is important,"" he further said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587881622836_331.jpg,https://twitter.com/PMOIndia/status/1254287208955207680?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"We will have to keep wearing masks in times to come: PM Modi Amid the coronavirus outbreak, Prime Minister Narendra Modi on Sunday said, ""We will have to keep wearing masks in times to come. Masks will become a symbol of civilised society."" ""It doesn't mean that all those wearing masks are sick. If you want to protect yourselves and others from coronavirus, the use of masks is important,"" he further said."
266,2020-04-26,"Report of Centre giving ₹1,000 under 'Corona Sahayata Yojana' is fake: Govt",1,0,"The Central government on Saturday said a message claiming that the government is providing ₹1,000 to people under so-called 'Corona Sahayata Yojana' is fake. ""No such scheme is being run by the Central government. The claim and link given in the message are fake,"" said PIB, a nodal agency of the Government of India. ""Please beware of fraudsters,"" it added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587870914663_707.jpg,https://zeenews.india.com/india/covid-19-centre-giving-rs-1000-to-people-under-corona-sahayata-yojana-pibs-fact-check-2279127.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Report of Centre giving ₹1,000 under 'Corona Sahayata Yojana' is fake: Govt The Central government on Saturday said a message claiming that the government is providing ₹1,000 to people under so-called 'Corona Sahayata Yojana' is fake. ""No such scheme is being run by the Central government. The claim and link given in the message are fake,"" said PIB, a nodal agency of the Government of India. ""Please beware of fraudsters,"" it added."
267,2020-04-26,Woman unable to reach home due to lockdown allegedly raped in Rajasthan school,1,0,"A 40-year-old woman who was unable to make her way back to her home in Jaipur for over a month due to lockdown was allegedly raped on the night of April 23-24 by three men. The incident allegedly happened at a school in Sawai Madhopur, said an official. The three accused have been arrested.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587872388989_683.jpg,https://covid-positive-news.herokuapp.com,"Woman unable to reach home due to lockdown allegedly raped in Rajasthan school A 40-year-old woman who was unable to make her way back to her home in Jaipur for over a month due to lockdown was allegedly raped on the night of April 23-24 by three men. The incident allegedly happened at a school in Sawai Madhopur, said an official. The three accused have been arrested."
268,2020-04-26,"Indians spit in public places, now is time to ensure we do not spit: PM Modi",1,1,"During 'Mann Ki Baat' on Sunday, Prime Minister Narendra Modi said, ""We in India always knew that spitting in public places is wrong. Yet, it continued in places."" ""Now is the best time to ensure we do not spit. This will increase basic hygiene and strengthen the fight against coronavirus,"" he further said.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587882441247_473.jpg,https://twitter.com/PMOIndia/status/1254287511951675392?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Indians spit in public places, now is time to ensure we do not spit: PM Modi During 'Mann Ki Baat' on Sunday, Prime Minister Narendra Modi said, ""We in India always knew that spitting in public places is wrong. Yet, it continued in places."" ""Now is the best time to ensure we do not spit. This will increase basic hygiene and strengthen the fight against coronavirus,"" he further said."
269,2020-04-26,"India's coronavirus fight people-driven, every citizen a soldier: PM Modi",1,1,"Prime Minister Narendra Modi on Sunday said, ""India's fight against coronavirus is people-driven. This fight is being fought by the people and the administration together. Every citizen is a soldier."" ""Farmers are ensuring that no one sleeps hungry in our country. Each person is fighting this war as per their capacity. Some are waiving off house rent,"" he added.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587880339632_151.jpg,https://twitter.com/ANI/status/1254282642268344321?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"India's coronavirus fight people-driven, every citizen a soldier: PM Modi Prime Minister Narendra Modi on Sunday said, ""India's fight against coronavirus is people-driven. This fight is being fought by the people and the administration together. Every citizen is a soldier."" ""Farmers are ensuring that no one sleeps hungry in our country. Each person is fighting this war as per their capacity. Some are waiving off house rent,"" he added."
270,2020-04-26,20-yr-old driving Porsche amid lockdown made to do sit-ups in MP; video surfaces,1,0,"A 20-year-old driving a Porsche convertible amid coronavirus lockdown was made to do sit-ups by a city security council member in Madhya Pradesh's Indore. In a video that surfaced online, the security council member can be heard telling the man, ""You may be VIP, Ambani...get down and do sit-ups."" The man is reportedly son of a businessman.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587887718134_193.jpg,https://twitter.com/urgoddamnright_/status/1254124572883865601?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"20-yr-old driving Porsche amid lockdown made to do sit-ups in MP; video surfaces A 20-year-old driving a Porsche convertible amid coronavirus lockdown was made to do sit-ups by a city security council member in Madhya Pradesh's Indore. In a video that surfaced online, the security council member can be heard telling the man, ""You may be VIP, Ambani...get down and do sit-ups."" The man is reportedly son of a businessman."
271,2020-04-26,Groom reaches to his wedding venue in police gypsy amid lockdown in Delhi,1,1,"A 27-year-old groom reached his wedding venue in Delhi in a police gypsy on Saturday. The Delhi groom's father had approached police and requested them to help him and his family reach the venue within the city, a senior police officer said. Following permission from the station house officer, the family was taken to the temple in a police vehicle.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587889668049_661.jpg,https://www.deccanherald.com/national/coronavirus-lockdown-delhi-police-helps-bridegroom-reach-wedding-venue-829972.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Groom reaches to his wedding venue in police gypsy amid lockdown in Delhi A 27-year-old groom reached his wedding venue in Delhi in a police gypsy on Saturday. The Delhi groom's father had approached police and requested them to help him and his family reach the venue within the city, a senior police officer said. Following permission from the station house officer, the family was taken to the temple in a police vehicle."
272,2020-04-26,Chandigarh Police make device to catch lockdown violators while maintaining distance,1,1,"Police in Chandigarh have made a device to catch violators of the lockdown while maintaining social distancing. Sanjay Baniwal, director-general of Chandigarh Police, shared a post on Twitter where a policeman can be seen demonstrating how the device functions. It has a metal rod which can be strapped to policeman's arms with a tong-like shape at the other end.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587892286359_662.jpg,https://www.hindustantimes.com/india-news/watch-how-chandigarh-cops-maintain-social-distance-yet-catch-lockdown-violators/story-KOP0IvpBuqbHYi9uzaDSLK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Chandigarh Police make device to catch lockdown violators while maintaining distance Police in Chandigarh have made a device to catch violators of the lockdown while maintaining social distancing. Sanjay Baniwal, director-general of Chandigarh Police, shared a post on Twitter where a policeman can be seen demonstrating how the device functions. It has a metal rod which can be strapped to policeman's arms with a tong-like shape at the other end."
273,2020-04-26,COVID-19 situation is bad in Agra: Priyanka shares Mayor's letter to UP CM,1,0,"Congress leader Priyanka Gandhi Vadra on Sunday shared Agra Mayor's letter to UP CM Yogi Adityanath about the COVID-19 situation in the city. ""Situation is bad in Agra city and new patients are reported everyday,"" said Priyanka. ""[Agra Mayor] says if right arrangements aren't made, matter will go out of hand,"" she added, urging state government to take necessary steps.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587894898916_446.jpg,https://www.india.com/news/india/coronavirus-situation-in-agra-worrisome-says-priyanka-gandhi-on-mayors-letter-to-cm-yogi-4011356/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"COVID-19 situation is bad in Agra: Priyanka shares Mayor's letter to UP CM Congress leader Priyanka Gandhi Vadra on Sunday shared Agra Mayor's letter to UP CM Yogi Adityanath about the COVID-19 situation in the city. ""Situation is bad in Agra city and new patients are reported everyday,"" said Priyanka. ""[Agra Mayor] says if right arrangements aren't made, matter will go out of hand,"" she added, urging state government to take necessary steps."
274,2020-04-26,"58 new COVID-19 +ve cases reported in Rajasthan, death toll reaches 35",1,0,"Rajasthan recorded 58 new COVID-19 positive cases till Sunday morning, taking the total number of positive cases in the state to 2,141, the state's health department said. Out of the total, highest cases were reported from Nagaur (20), followed by Jodhpur (15) and Ajmer (11). Jodhpur also recorded one coronavirus-related death, taking the death toll in the state to 35.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587876565250_599.jpg,https://twitter.com/ANI/status/1254256358636978178?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"58 new COVID-19 +ve cases reported in Rajasthan, death toll reaches 35 Rajasthan recorded 58 new COVID-19 positive cases till Sunday morning, taking the total number of positive cases in the state to 2,141, the state's health department said. Out of the total, highest cases were reported from Nagaur (20), followed by Jodhpur (15) and Ajmer (11). Jodhpur also recorded one coronavirus-related death, taking the death toll in the state to 35."
275,2020-04-26,"Air pollution in Indian cities fell 40-50% during lockdown, satellite images show",1,1,"Images from the European Space Agency's Copernicus Sentinel-5P satellite show that some Indian cities saw air pollution levels drop by about 40-50% due to the nationwide lockdown. It said there was significant reduction in nitrogen dioxide concentrations from March 25 to April 20, 2020, compared to the year-ago period. Nitrogen dioxide is usually emitted from power plants, factories and vehicles.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587878573900_52.jpg,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-5P/Air_pollution_drops_in_India_following_lockdown?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Air pollution in Indian cities fell 40-50% during lockdown, satellite images show Images from the European Space Agency's Copernicus Sentinel-5P satellite show that some Indian cities saw air pollution levels drop by about 40-50% due to the nationwide lockdown. It said there was significant reduction in nitrogen dioxide concentrations from March 25 to April 20, 2020, compared to the year-ago period. Nitrogen dioxide is usually emitted from power plants, factories and vehicles."
276,2020-04-26,2 Mumbai Police personnel die due to coronavirus in last 2 days,1,0,"Mumbai Police Commissioner Param Bir Singh on Sunday tweeted about the death of Head Constable Sandip Surve due to coronavirus. Surve had been fighting coronavirus for the past few days, Mumbai Police said. His death comes a day after Head Constable Chandrakant Ganapat Pendurkar, who was also battling COVID-19 for the past few days, passed away on Saturday.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587885357190_748.jpg,https://twitter.com/CPMumbaiPolice/status/1254291741802246150?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"2 Mumbai Police personnel die due to coronavirus in last 2 days Mumbai Police Commissioner Param Bir Singh on Sunday tweeted about the death of Head Constable Sandip Surve due to coronavirus. Surve had been fighting coronavirus for the past few days, Mumbai Police said. His death comes a day after Head Constable Chandrakant Ganapat Pendurkar, who was also battling COVID-19 for the past few days, passed away on Saturday."
277,2020-04-26,Coronavirus a reminder of how futile religious barriers are: Kejriwal,1,0,"The coronavirus pandemic is a reminder of the futility of religious barriers among people, Delhi CM Arvind Kejriwal said on Sunday. ""Tomorrow the life of a Hindu patient, who is in a serious condition, might be saved due to a Muslim's plasma. Or a Muslim patient's life will perhaps be saved due to the plasma of a Hindu,"" said Kejriwal.",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587895909800_899.jpg,https://covid-positive-news.herokuapp.com,"Coronavirus a reminder of how futile religious barriers are: Kejriwal The coronavirus pandemic is a reminder of the futility of religious barriers among people, Delhi CM Arvind Kejriwal said on Sunday. ""Tomorrow the life of a Hindu patient, who is in a serious condition, might be saved due to a Muslim's plasma. Or a Muslim patient's life will perhaps be saved due to the plasma of a Hindu,"" said Kejriwal."
278,2020-04-26,Armed Forces capable of undertaking any mission: CDS General Bipin Rawat,0,1,"Chief of Defence Staff General Bipin Rawat has said the Indian Armed Forces are capable of undertaking any mission despite budgetary challenges arising due to coronavirus pandemic. He said, ""Whatever budget has been given to us, we must spend it pragmatically avoiding any wasteful expenditure."" He added, ""COVID-19 has taught us a lesson that time has come to be self-reliant.""",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2020/04_apr/26_sun/img_1587894699654_608.jpg,https://zeenews.india.com/india/armed-forces-capable-of-undertaking-any-mission-assigned-to-them-assures-cds-general-bipin-rawat-2279185.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Armed Forces capable of undertaking any mission: CDS General Bipin Rawat Chief of Defence Staff General Bipin Rawat has said the Indian Armed Forces are capable of undertaking any mission despite budgetary challenges arising due to coronavirus pandemic. He said, ""Whatever budget has been given to us, we must spend it pragmatically avoiding any wasteful expenditure."" He added, ""COVID-19 has taught us a lesson that time has come to be self-reliant."""
